"","StartDate","EndDate","Status","IPAddress","Progress","Duration__in_seconds","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","IC","AgeG","Timer_1_Vignette_First_Click","Timer_1_Vignette_Last_Click","Timer_1_Vignette_Page_Submit","Timer_1_Vignette_Click_Count","AC1","Ch_LoEf_1","Ch_LoEf_2","Ch_LoEf_3","Ch_LoEf_4","Ch_LoEf_5","Ch_LoEf_6","Ch_LoEf_7","Ch_LoEf_8","Ch_LoEf_9","Ch_LoEf_10","Ch_LoEf_11","Ch_LoEf_12","Ch_LoEf_13","Ch_LoEf_14","Ch_LoEf_15","Ch_HiEf_1","Ch_HiEf_2","Ch_HiEf_3","Ch_HiEf_4","Ch_HiEf_5","Ch_HiEf_6","Ch_HiEf_7","Ch_HiEf_8","Ch_HiEf_9","Ch_HiEf_10","Ch_HiEf_11","Ch_HiEf_12","Ch_HiEf_13","Ch_HiEf_14","Ch_HiEf_15","Ef_LoEf","Ef_HiEf","Qu_LoEf","Qu_HiEf","Dif_LoEf","Dif_HiEf","Val_LoEf","Val_HiEf","AC2","Sal_LoEf_1","Sal_HiEf_1","FW1","FW2","FW3","FW4","FW5","FW6","Age","Gen","Gen_3_TEXT","Nat","Cou","Lan","Edu","Lad","FB","SC0"
"50",2024-07-02 09:10:41,2024-07-02 09:39:15,0,"200.68.138.39",100,1714,1,2024-07-02 09:39:16,"R_5e5tyVK8ucJA4P9",NA,NA,NA,NA,21.1113,-101.6603,"anonymous","EN",1,1,3.243,665.458,666.387,7,7,6,5,6,6,6,7,6,6,6,6,6,6,5,5,6,7,5,6,6,6,6,6,6,6,6,6,7,6,6,7,5,6,6,6,5,5,6,6,1,65,65,3,2,7,7,5,5,25,2,NA,"Mexicana",1,1,9,6,NA,282
"51",2024-07-02 11:52:25,2024-07-02 11:57:26,0,"189.203.97.125",100,300,1,2024-07-02 11:57:27,"R_72h7hIjxVYYjnnM",NA,NA,NA,NA,20.6381,-103.348,"anonymous","EN",1,2,0,0,31.181,0,7,3,5,5,3,5,5,5,4,5,5,5,4,5,5,5,5,5,5,6,5,5,5,6,4,5,5,6,5,5,5,3,5,6,6,4,6,5,5,1,80,80,7,7,6,6,5,4,41,1,NA,"mexicana",1,1,9,6,NA,249
"52",2024-07-02 14:06:09,2024-07-02 14:16:09,0,"187.190.177.249",100,600,1,2024-07-02 14:16:10,"R_1sihtw9V5CGtXrC",NA,NA,NA,NA,25.766,-100.2688,"anonymous","EN",1,1,3.288,49.188,49.588,8,5,6,4,2,6,7,6,4,7,7,7,6,7,6,4,4,5,6,4,7,6,5,4,4,7,3,7,7,4,7,7,4,7,7,7,5,6,7,7,1,70,70,1,1,1,4,4,5,27,1,NA,"Mexicana",1,1,6,7,"Me parece adecuada la analogía de clases sociales con la escalera",255
"53",2024-07-02 14:44:54,2024-07-02 14:51:39,0,"200.68.159.19",100,405,1,2024-07-02 14:51:40,"R_1qOlCXomPpVJ6ep",NA,NA,NA,NA,19.4453,-99.1474,"anonymous","EN",1,2,12.604,36.404,37.932,9,4,3,4,3,4,4,2,4,5,3,5,4,3,4,4,3,7,6,7,6,6,7,6,7,6,7,6,7,7,6,6,3,6,2,6,3,5,4,7,1,40,80,5,5,5,7,6,6,38,1,NA,"Mexicana",1,1,9,6,NA,247
"54",2024-07-02 16:36:33,2024-07-02 16:49:18,0,"189.150.34.86",100,765,1,2024-07-02 16:49:19,"R_5Cl8WnVs2tBeeux",NA,NA,NA,NA,19.4342,-99.0559,"anonymous","EN",1,1,9.382,68.023,69.837,15,4,7,1,7,7,7,7,1,7,4,4,4,7,4,7,7,4,1,7,1,7,4,1,4,1,4,7,4,7,4,4,4,7,7,7,1,4,7,7,1,70,60,7,7,1,4,4,7,22,2,NA,"Mexicana",1,1,8,3,NA,236
"55",2024-07-02 18:24:53,2024-07-02 18:35:26,0,"201.128.5.65",100,632,1,2024-07-02 18:35:27,"R_7Lvdt3T3XDNNCVD",NA,NA,NA,NA,19.2399,-103.7246,"anonymous","EN",1,3,9.293,47.592,67.536,2,7,6,6,6,6,6,6,6,7,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,5,7,6,6,4,5,6,6,1,60,60,7,7,1,5,4,4,49,1,NA,"mexicana",1,2,10,7,NA,280
"56",2024-07-02 21:04:21,2024-07-02 21:15:23,0,"187.153.67.215",100,662,1,2024-07-02 21:15:24,"R_5wuZnJjL5PtCGAl",NA,NA,NA,NA,22.3355,-97.8368,"anonymous","EN",1,1,2.186,72.451,73.473,12,4,4,2,4,4,5,5,1,4,4,2,2,6,4,1,5,5,2,4,5,6,6,4,7,2,2,4,7,2,4,2,4,7,6,6,5,5,7,7,1,80,80,4,4,4,7,7,7,24,1,NA,"Mexicano",1,1,9,4,NA,217
"57",2024-07-02 23:55:42,2024-07-03 00:02:24,0,"177.228.37.30",100,401,1,2024-07-03 00:02:24,"R_31bbJOFHxS6r4NV",NA,NA,NA,NA,21.1603,-101.7332,"anonymous","EN",1,1,2.808,43.953,44.2,10,7,7,3,5,4,7,7,5,7,4,5,7,4,4,6,4,7,5,5,7,7,5,4,7,7,7,7,7,7,5,4,4,7,6,6,2,5,5,6,1,60,70,4,5,7,7,5,3,18,1,NA,"México",1,1,11,5,NA,270
"58",2024-07-03 09:15:16,2024-07-03 09:23:38,0,"201.96.153.105",100,501,1,2024-07-03 09:23:39,"R_51zpxabEQJRw3CH",NA,NA,NA,NA,20.5679,-103.2985,"anonymous","EN",1,1,51.902,71.108,71.9,4,7,6,2,4,4,7,7,4,5,7,5,4,7,4,3,5,7,4,6,7,7,5,5,7,7,7,7,7,4,5,7,3,7,7,6,4,6,7,7,1,70,65,1,1,5,6,4,2,20,1,NA,"Mexicana",1,1,9,3,NA,256
"59",2024-07-03 10:24:39,2024-07-03 10:36:01,0,"187.236.118.97",100,682,1,2024-07-03 10:36:02,"R_1GTNlf5UK6A61fr",NA,NA,NA,NA,19.2642,-99.1472,"anonymous","EN",1,2,0,0,96.911,0,7,7,4,6,7,7,7,4,7,7,4,7,7,7,4,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,5,5,7,7,1,90,90,5,5,4,7,7,4,32,1,NA,"Mexicano",1,1,9,4,NA,301
"60",2024-07-01 11:44:33,2024-07-01 11:44:47,0,"177.225.164.186",12,14,0,2024-07-03 11:44:56,"R_1sSm3h7wLuPUjYN",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"61",2024-07-03 12:26:08,2024-07-03 12:30:58,0,"177.239.93.76",100,289,1,2024-07-03 12:30:58,"R_73wBoh1Yj6ump2Q",NA,NA,NA,NA,28.191,-105.4737,"anonymous","EN",1,1,1.274,30.8,32.405,13,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,65,65,4,4,4,4,4,4,19,1,NA,"Mexicana",1,3,6,3,NA,247
"62",2024-07-03 12:56:51,2024-07-03 13:07:05,0,"187.190.224.216",100,613,1,2024-07-03 13:07:05,"R_12IYiI5rs8r8lUK",NA,NA,NA,NA,25.5387,-103.376,"anonymous","EN",1,1,0,0,73.903,0,7,6,4,5,5,5,7,5,5,5,4,6,6,5,5,5,6,4,6,6,6,6,6,7,5,4,5,6,5,6,4,3,6,6,6,4,4,5,5,1,75,75,4,4,4,5,5,6,25,2,NA,"mexicana",1,1,9,7,NA,256
"63",2024-07-03 17:00:34,2024-07-03 17:16:58,0,"201.175.241.153",100,983,1,2024-07-03 17:16:58,"R_1yBYsKTJ7bMlooF",NA,NA,NA,NA,20.6381,-103.348,"anonymous","EN",1,1,25.706,93.871,97.1,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,6,5,7,4,5,5,3,6,6,5,4,3,6,3,6,7,7,4,4,7,7,1,60,60,6,6,4,1,5,3,24,2,NA,"Mexicana",1,1,8,6,"Ninguno",274
"64",2024-07-03 18:41:48,2024-07-03 18:52:27,0,"189.245.68.26",100,638,1,2024-07-03 18:52:27,"R_1uFqXZ3IISJkpvX",NA,NA,NA,NA,19.3143,-99.1271,"anonymous","EN",1,2,0,0,125.978,0,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,7,6,6,1,6,7,7,1,60,60,4,4,4,5,7,3,39,1,NA,"mexicana",1,1,8,5,NA,277
"65",2024-07-03 19:28:13,2024-07-03 19:34:00,0,"189.196.24.44",100,346,1,2024-07-03 19:34:01,"R_6XGIDlx1dyF2DRv",NA,NA,NA,NA,19.1902,-100.1362,"anonymous","EN",1,2,2.606,60.596,61.073,8,7,7,4,4,7,7,7,4,7,4,4,2,4,3,4,3,7,7,7,4,7,5,4,7,7,7,7,7,7,7,7,2,7,3,7,5,5,5,7,1,90,90,7,7,1,4,7,4,31,2,NA,"Mexicana",1,1,9,3,NA,265
"66",2024-07-03 21:58:14,2024-07-03 22:02:03,0,"177.245.108.229",100,228,1,2024-07-03 22:02:03,"R_6Kte4lK7jInTpQt",NA,NA,NA,NA,21.6212,-104.843,"anonymous","EN",1,1,1.079,20.935,21.419,11,7,7,7,7,4,4,7,7,7,7,7,7,4,4,4,7,7,7,4,4,4,4,7,7,4,7,4,7,4,4,7,4,4,7,4,4,4,7,4,4,70,65,4,7,7,7,7,7,22,1,NA,"Mexicana",1,1,6,6,NA,275
"67",2024-07-04 01:48:14,2024-07-04 02:00:34,0,"201.108.75.103",100,740,1,2024-07-04 02:00:35,"R_5EPXUCaFlnY505P",NA,NA,NA,NA,23.1001,-109.7173,"anonymous","EN",1,1,2.164,65.568,67.102,32,7,3,5,5,5,6,5,5,6,5,3,5,5,5,5,5,7,5,5,7,7,4,6,6,6,5,7,5,5,5,5,3,5,5,7,4,2,5,5,1,60,60,7,7,4,7,5,6,28,2,NA,"Mexicana",1,1,8,3,NA,254
"68",2024-07-02 02:12:47,2024-07-02 03:07:36,0,"187.190.205.252",18,3288,0,2024-07-04 03:07:41,"R_5FQkMwgwdtjUNKX",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,1,6.45,73.303,74.765,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"69",2024-07-04 08:59:40,2024-07-04 09:04:41,0,"189.148.7.60",100,300,1,2024-07-04 09:04:41,"R_3Vr1mSCyagTu3VM",NA,NA,NA,NA,14.9058,-92.2634,"anonymous","EN",1,1,4.346,39.471,41.844,6,7,7,3,3,6,7,7,5,7,5,4,6,4,4,3,5,5,2,6,7,6,4,4,6,5,5,4,6,6,5,5,4,7,5,4,4,4,7,7,1,55,55,7,7,7,7,5,3,23,2,NA,"Mexicana",1,1,9,6,NA,258
"70",2024-07-04 10:11:50,2024-07-04 10:25:46,0,"177.226.162.51",100,835,1,2024-07-04 10:25:47,"R_7YRsA0dUImFIfJ4",NA,NA,NA,NA,19.4811,-99.1417,"anonymous","EN",1,2,12.095,82.667,85.601,3,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,3,3,5,3,4,5,3,4,4,5,3,2,4,3,3,4,4,6,4,1,75,55,6,6,3,6,4,3,45,2,NA,"Mexicana",1,1,9,8,NA,221
"71",2024-07-04 10:29:24,2024-07-04 10:47:04,0,"190.123.13.120",100,1059,1,2024-07-04 10:47:05,"R_563ZHHP4ym4znKC",NA,NA,NA,NA,19.4357,-99.144,"anonymous","EN",1,1,22.157,57.613,59.403,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,4,7,7,7,1,35,45,1,1,4,7,4,1,25,2,NA,"Mexicana",1,1,8,5,"Está página me encanta manden más así",304
"72",2024-07-04 11:12:13,2024-07-04 11:23:04,0,"201.141.116.36",100,650,1,2024-07-04 11:23:05,"R_1ETiBLLXGKMUFJW",NA,NA,NA,NA,19.4354,-99.1427,"anonymous","EN",1,2,3.404,113.082,114.3,43,7,3,1,3,2,3,7,7,3,6,3,3,7,3,3,1,7,1,4,6,7,7,7,7,6,3,2,7,2,1,1,4,7,6,6,4,4,7,7,1,75,80,4,1,4,7,7,4,31,2,NA,"Mexicana",1,1,6,4,"Hola (:",219
"73",2024-07-04 14:05:30,2024-07-04 14:19:11,0,"201.133.199.227",100,821,1,2024-07-04 14:19:12,"R_7igK7dg4TMz5kwh",NA,NA,NA,NA,19.2458,-99.0679,"anonymous","EN",1,1,0.678,44.487,143.841,39,7,4,1,1,4,3,5,1,1,1,1,1,5,1,1,1,7,1,1,2,5,5,1,1,1,1,1,7,1,1,1,6,7,6,6,5,5,7,7,1,60,60,1,1,2,3,7,7,29,1,NA,"Mexicano",1,1,6,4,NA,159
"74",2024-07-04 16:08:06,2024-07-04 16:12:44,0,"200.68.170.130",100,277,1,2024-07-04 16:12:45,"R_6IyCXpVuc4txODk",NA,NA,NA,NA,19.0664,-98.2534,"anonymous","EN",1,2,3.7,4.497,20.98,2,7,7,4,7,7,7,7,7,7,7,4,7,7,4,7,7,7,4,7,4,7,4,4,7,7,4,7,7,7,4,7,1,4,4,4,4,4,7,7,1,80,80,4,4,4,7,1,1,37,2,NA,"Mexicana",1,2,6,6,NA,266
"75",2024-07-04 12:04:28,2024-07-04 16:39:06,0,"200.68.170.130",100,16477,1,2024-07-04 16:39:07,"R_7tahozg8sFGvmmw",NA,NA,NA,NA,19.0664,-98.2534,"anonymous","EN",1,2,2.843,68.357,70.221,13,7,7,2,7,7,7,7,7,7,7,3,7,7,7,7,4,1,5,4,1,7,7,1,1,7,4,7,4,4,7,4,4,7,4,7,4,4,7,7,1,80,80,4,4,7,7,7,7,37,2,NA,"Mexicana",1,1,6,5,NA,262
"76",2024-07-04 16:55:53,2024-07-04 17:02:28,0,"177.247.104.226",100,394,1,2024-07-04 17:02:28,"R_1eWnQHzJcNtbfyd",NA,NA,NA,NA,19.3026,-99.6793,"anonymous","EN",1,1,32.4,52.19,57.301,2,7,4,5,4,3,3,3,4,4,3,4,4,3,4,3,4,6,4,5,5,5,4,4,4,6,4,5,6,4,5,5,2,6,4,5,3,4,5,5,1,65,70,5,4,4,4,5,5,19,2,NA,"Venezolana",1,1,6,7,NA,214
"77",2024-07-04 20:42:01,2024-07-04 20:46:46,0,"201.97.14.69",100,285,1,2024-07-04 20:46:47,"R_3lEx08etP2NaP4r",NA,NA,NA,NA,20.5216,-97.4326,"anonymous","EN",1,2,29.999,29.999,30.569,1,7,7,6,6,7,6,7,6,6,6,7,6,7,5,5,7,7,6,7,7,7,5,7,7,7,7,7,7,7,7,7,1,7,6,6,3,5,7,7,1,80,65,5,5,1,4,7,3,37,2,NA,"Mexicana",1,1,10,9,"Gracias",296
"78",2024-07-04 20:47:39,2024-07-04 20:51:42,0,"201.97.14.69",100,243,1,2024-07-04 20:51:43,"R_17qW9r7xjRzHZ5d",NA,NA,NA,NA,20.5216,-97.4326,"anonymous","EN",1,2,0,0,21.681,0,7,7,6,7,7,7,7,7,7,7,6,7,7,7,6,7,7,7,7,6,7,6,6,7,7,7,7,6,6,7,7,2,6,7,7,2,6,7,7,1,90,80,5,5,4,6,7,6,37,2,NA,"Mexicana",1,1,10,9,"Gracias",312
"79",2024-07-04 20:54:16,2024-07-04 20:57:11,0,"201.97.14.69",100,174,1,2024-07-04 20:57:12,"R_1ZWh39RLk6KOcCt",NA,NA,NA,NA,20.5216,-97.4326,"anonymous","EN",1,2,0,0,21.761,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,7,6,6,5,7,6,7,7,7,6,7,7,7,2,5,7,7,2,5,7,7,1,80,80,5,5,3,5,7,4,37,2,NA,"Mexicana",1,1,10,9,"Gracias",306
"80",2024-07-04 20:58:56,2024-07-04 21:01:39,0,"201.97.14.69",100,163,1,2024-07-04 21:01:40,"R_1zZqUWeb3oN2ba1",NA,NA,NA,NA,20.5216,-97.4326,"anonymous","EN",1,2,0,0,29.58,0,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,7,7,7,6,7,6,7,7,7,7,7,7,7,2,6,7,7,2,5,7,7,1,80,80,5,5,4,6,7,7,37,2,NA,"mexicana",1,1,10,9,"Gracias",315
"81",2024-07-04 21:02:39,2024-07-04 21:05:06,0,"201.97.14.69",100,147,1,2024-07-04 21:05:07,"R_5noszYtlHBoCMXo",NA,NA,NA,NA,20.5216,-97.4326,"anonymous","EN",1,2,0,0,27.273,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,6,7,7,1,5,7,7,1,85,85,6,6,7,6,7,7,37,2,NA,"mexicana",1,1,10,9,"Gracias",324
"82",2024-07-04 21:05:52,2024-07-04 21:07:58,0,"201.97.14.69",100,125,1,2024-07-04 21:07:58,"R_3vYzGIkHXaq5tPv",NA,NA,NA,NA,20.5216,-97.4326,"anonymous","EN",1,2,18.979,18.979,20.954,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,6,7,7,7,7,7,6,7,7,7,2,5,7,7,1,5,7,7,1,85,85,6,6,4,5,7,7,37,2,NA,"mexicana",1,1,10,9,"Gracias",316
"83",2024-07-04 21:08:48,2024-07-04 21:11:16,0,"201.97.14.69",100,148,1,2024-07-04 21:11:17,"R_6TNyfdnfy27HnIl",NA,NA,NA,NA,20.5216,-97.4326,"anonymous","EN",1,2,0,0,24.4,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,6,7,7,7,7,7,6,7,7,7,2,6,7,7,2,5,7,7,1,85,85,7,6,7,5,7,7,37,2,NA,"mexicana",1,1,10,9,"Gracias",322
"84",2024-07-04 21:12:55,2024-07-04 21:15:17,0,"201.97.14.69",100,142,1,2024-07-04 21:15:18,"R_7w4Cb2POsqC2TRD",NA,NA,NA,NA,20.5216,-97.4326,"anonymous","EN",1,2,25.753,25.753,26.078,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,6,7,7,7,2,5,7,7,1,4,7,7,1,80,80,7,7,4,5,7,7,37,2,NA,"mexicana",1,1,10,9,"Gracias",318
"85",2024-07-04 22:01:57,2024-07-04 22:19:25,0,"131.196.247.18",100,1048,1,2024-07-04 22:19:26,"R_6FdHwSWj9AApbjj",NA,NA,NA,NA,20.6996,-99.8109,"anonymous","EN",1,2,1.772,134.106,137.922,8,7,7,3,6,7,7,7,6,7,7,4,4,7,5,7,4,7,5,7,7,7,7,6,6,7,7,7,7,7,7,7,6,7,6,6,1,1,7,7,1,80,80,7,7,1,4,1,4,32,2,NA,"Mexicana",1,1,6,5,NA,279
"86",2024-07-04 22:30:48,2024-07-04 22:40:48,0,"201.141.19.83",100,600,1,2024-07-04 22:40:49,"R_6PPXgsx3BXO4wff",NA,NA,NA,NA,19.4354,-99.1427,"anonymous","EN",1,2,4.299,48.514,61.937,6,7,7,4,6,6,6,7,6,7,5,5,6,7,5,6,4,4,5,4,5,5,5,4,4,4,5,4,3,5,4,4,4,7,5,6,3,4,4,5,1,70,70,7,7,1,4,3,2,37,2,NA,"Mexicana",1,1,9,5,"Son preguntas un poco ambiguas porque no dice exactamente que es lo que fabrican y a la mejor al que le cuesta más trabajo quizá tenga algún tipo de discapacidad o algo le impide hacerlo “mas rápido”",242
"87",2024-07-05 10:22:34,2024-07-05 10:31:47,0,"187.190.191.55",100,552,1,2024-07-05 10:31:48,"R_1LDLgXXmg82N0Fb",NA,NA,NA,NA,21.0186,-89.6801,"anonymous","EN",1,2,16.617,44.974,47.15,35,7,7,1,1,4,6,7,5,6,6,1,1,5,1,7,1,7,1,2,6,6,6,5,6,6,1,1,6,1,7,1,3,7,7,7,4,5,7,7,1,65,65,5,5,5,4,5,5,31,1,NA,"Mexicana",1,1,10,6,NA,226
"88",2024-07-03 11:48:38,2024-07-03 11:59:19,0,"187.147.18.142",67,641,0,2024-07-05 11:59:20,"R_7V31xTCrUU6F5Vn",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,1,3.094,97.251,98.039,13,7,7,5,6,7,7,7,7,7,6,5,7,7,6,6,5,5,6,6,7,7,5,6,7,6,7,7,7,6,6,6,1,7,7,7,3,6,7,7,1,85,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244
"89",2024-07-05 11:56:50,2024-07-05 12:01:23,0,"189.217.83.59",100,273,1,2024-07-05 12:01:24,"R_7qvhwnPvckd1LkR",NA,NA,NA,NA,19.4354,-99.1427,"anonymous","EN",1,1,0,0,22.06,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,1,75,75,1,1,7,7,3,4,21,2,NA,"Mexicana",1,1,8,7,NA,314
"90",2024-07-05 12:58:54,2024-07-05 13:06:26,0,"189.152.42.33",100,451,1,2024-07-05 13:06:27,"R_6qxAkQucLsPJous",NA,NA,NA,NA,25.6196,-100.2699,"anonymous","EN",1,1,46.223,50.661,68.528,3,7,7,3,1,7,7,6,4,7,7,5,5,5,4,5,4,4,3,5,1,7,4,5,3,6,5,5,6,7,6,5,4,7,7,3,4,4,7,4,1,70,55,6,7,3,7,2,6,20,1,NA,"Mexicano",1,1,8,7,"Me parecio interesante la encuesta me gustaria recibir mas invitaciones y espero que la encuesta llegue correctamente.",247
"91",2024-07-05 14:26:34,2024-07-05 14:29:05,0,"187.241.240.57",100,151,1,2024-07-05 14:29:06,"R_79Yr7iDHbWRMGJP",NA,NA,NA,NA,23.0319,-103.1855,"anonymous","EN",1,1,0.682,19.517,20.902,6,7,4,6,7,4,5,6,2,4,6,7,4,4,5,7,4,2,7,3,3,5,4,4,4,7,3,5,3,4,2,5,1,3,3,4,6,4,3,5,4,70,75,6,5,6,4,5,5,18,1,NA,"Mexicana",1,1,5,5,"Nada en especial",221
"92",2024-07-05 21:03:07,2024-07-05 21:09:53,0,"177.228.97.196",100,406,1,2024-07-05 21:09:54,"R_5LNW3xQJ4US6lwc",NA,NA,NA,NA,24.3073,-107.1177,"anonymous","EN",1,1,7.954,41.619,45.059,5,7,2,2,5,3,5,6,4,3,6,5,5,2,3,3,5,7,3,4,7,7,6,3,6,5,5,6,6,5,3,5,1,7,6,6,4,4,6,7,1,60,60,7,7,1,7,7,7,23,1,NA,"Mexicana",1,1,9,8,NA,243
"93",2024-07-05 21:03:32,2024-07-05 21:11:13,0,"187.189.34.136",100,461,1,2024-07-05 21:11:14,"R_6I4zLHRSWf69DKp",NA,NA,NA,NA,32.4041,-116.8198,"anonymous","EN",1,2,0,0,31.91,0,4,5,6,6,7,7,6,7,7,7,7,5,5,3,5,5,6,6,6,3,6,6,6,4,4,6,5,6,6,7,6,2,7,6,6,4,5,5,6,1,60,65,7,7,1,4,4,4,35,2,NA,"mexicana",1,1,9,7,NA,266
"94",2024-07-06 06:14:46,2024-07-06 06:31:49,0,"187.190.154.35",100,1023,1,2024-07-06 06:31:50,"R_1C263r4nS6HatiL",NA,NA,NA,NA,19.4521,-99.1149,"anonymous","EN",1,2,7.518,91.065,93.434,4,7,5,1,1,4,4,7,6,4,3,1,1,4,1,1,1,4,1,1,4,2,2,2,4,2,1,1,1,1,1,1,7,7,6,6,4,4,7,5,1,65,55,2,2,5,4,6,5,35,1,NA,"Mexicana",1,1,5,3,NA,163
"95",2024-07-06 19:38:39,2024-07-06 19:52:22,0,"187.225.160.231",100,823,1,2024-07-06 19:52:23,"R_11Z4uMyl00YR6bj",NA,NA,NA,NA,18.9095,-99.2107,"anonymous","EN",1,1,3.409,71.4,72.773,23,7,7,4,7,7,7,6,7,7,6,7,7,7,7,5,5,7,6,7,5,7,7,7,5,6,7,7,7,7,6,7,5,7,6,6,4,4,7,7,1,60,60,2,2,2,7,5,4,22,2,NA,"Mexicana",1,1,8,4,NA,287
"96",2024-07-07 11:19:57,2024-07-07 11:28:06,0,"189.169.116.168",100,488,1,2024-07-07 11:28:07,"R_6rSlrU4jcDXAKYx",NA,NA,NA,NA,20.5232,-100.8625,"anonymous","EN",1,2,0,0,48.901,0,7,5,5,5,5,5,6,5,5,5,4,4,5,4,4,4,5,3,4,4,4,3,4,4,4,4,5,4,4,4,4,4,7,4,4,3,3,4,4,1,65,65,5,5,4,4,6,6,31,2,NA,"mexicana",1,1,9,8,NA,225
"97",2024-07-07 16:45:24,2024-07-07 16:54:56,0,"187.155.99.180",100,572,1,2024-07-07 16:54:57,"R_5CyaGXEVpppBU7u",NA,NA,NA,NA,20.967,-89.6238,"anonymous","EN",1,1,7.183,57.33,64.438,10,7,6,3,4,6,6,7,6,6,6,4,4,5,5,6,4,6,4,4,5,6,5,5,5,4,4,4,6,4,5,4,4,6,6,5,5,4,7,7,1,70,70,5,4,3,4,4,4,26,1,NA,"Mexicano",1,1,9,7,"Excelente estudio.",245
"98",2024-07-07 17:44:30,2024-07-07 17:52:34,0,"189.220.43.221",100,483,1,2024-07-07 17:52:35,"R_1CjFPwjFCu9Tpdm",NA,NA,NA,NA,20.967,-89.6238,"anonymous","EN",1,1,0,0,50.514,0,7,6,3,5,6,6,7,3,5,6,4,3,6,5,4,5,6,3,5,6,6,5,6,7,6,3,4,7,3,3,5,2,7,7,7,4,5,5,5,1,60,65,2,2,5,6,5,5,22,1,NA,"Mexicano",1,1,8,6,NA,242
"99",2024-07-05 22:20:49,2024-07-05 22:21:51,0,"189.216.235.125",24,61,0,2024-07-07 22:21:52,"R_7PLvlGPLS7YFg6h",NA,NA,NA,NA,NA,NA,"anonymous","EN",1,1,0.657,22.491,24.143,22,2,7,7,4,1,7,1,1,4,1,1,7,1,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
"100",2024-07-07 23:52:24,2024-07-08 00:01:16,0,"189.252.47.209",100,530,1,2024-07-08 00:01:16,"R_3rc9cl52nikMPNg",NA,NA,NA,NA,17.8056,-97.7717,"anonymous","EN",1,1,66.364,71.838,75.725,2,7,3,4,4,5,7,6,6,6,4,4,3,4,4,4,4,5,3,4,5,6,5,3,6,4,4,5,6,4,4,4,4,5,7,7,4,4,7,7,1,60,60,5,4,4,6,5,7,28,2,NA,"Mexicana",1,1,9,5,NA,239
"101",2024-07-08 00:07:48,2024-07-08 00:11:07,0,"189.192.136.52",100,199,1,2024-07-08 00:11:08,"R_1oaMEC9v59mD4rI",NA,NA,NA,NA,19.6361,-99.1275,"anonymous","EN",1,1,0.828,20.584,24.371,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,6,6,4,6,7,4,5,6,5,7,5,5,4,7,4,4,4,4,4,4,4,4,3,70,80,4,4,4,4,4,4,23,1,NA,"Mexicana",1,3,4,3,NA,204
